song_title,artist,genre,lyrics,clean_lyrics
Colours,Donovan,Fiction,"Yellow is the colour of my true love's hair
In the mornin' when we rise
In the mornin' when we rise
That's the time, that's the time
I love the best

Blue's the colour of the sky
In the mornin' when we rise
In the mornin' when we rise
That's the time, that's the time
I love the best

Green's the colour of the sparklin' corn
In the mornin' when we rise
In the mornin' when we rise
That's the time, that's the time
I love the best

Mellow is the feelin' that I get
When I see her, mm-hmm
When I see her, ah-ha
That's the time, that's the time
I love the best


Freedom is a word I rarely use
Without thinkin', mm-hmm
Without thinkin', mm-hmm
Of the time, of the time
When I've been loved",yellow is the colour of my true loves hair in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best blues the colour of the sky in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best greens the colour of the sparklin corn in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best mellow is the feelin that i get when i see her mmhmm when i see her ahha thats the time thats the time i love the best freedom is a word i rarely use without thinkin mmhmm without thinkin mmhmm of the time of the time when ive been loved
You've Got Your Troubles,The Fortunes,Christian,"You've got your troubles, I've got mine
She's found somebody else to take your place;
You've got your troubles, I've got mine
I too have lost my love today
All of my dreams have flown away
Now just like you I sit and wonder why;
You've got your troubles, I've got mine
You need some sympathy, well so do I
You've got your troubles, I've got mine
She used to love me, that I know
And it don't seem so long ago
That we were walking, and we were talking
The way that lovers do
I too have lost my love today
All of my dreams have flown away
And so forgive me if I seem unkind
You've got your troubles, I've got mine
(Counter: And it must seem to you, my friend
That I ain't got no pity for you
Well, that ain't true
You see I lost my lost my lost my little girl too
I'd help another place, another time
You've got your troubles, I've got mine
You've got your troubles, I've got mine
You've got your troubles, I've got mine",youve got your troubles ive got mine shes found somebody else to take your place youve got your troubles ive got mine i too have lost my love today all of my dreams have flown away now just like you i sit and wonder why youve got your troubles ive got mine you need some sympathy well so do i youve got your troubles ive got mine she used to love me that i know and it dont seem so long ago that we were walking and we were talking the way that lovers do i too have lost my love today all of my dreams have flown away and so forgive me if i seem unkind youve got your troubles ive got mine counter and it must seem to you my friend that i aint got no pity for you well that aint true you see i lost my lost my lost my little girl too id help another place another time youve got your troubles ive got mine youve got your troubles ive got mine youve got your troubles ive got mine
Summer Wind,Wayne Newton,"adult standards, big band","It lingered there, to touch you hair and walk with me
All summer long, we sang a song and strolled the golden sand
Two sweethearts, and the summer wind
Like painted kites, the days and nights went flyin' by
The world was new, beneath a blue umbrella sky
Then softer than, a piper man one day it called to you
And I lost you, to the summer wind
The autumn wind, and the winter winds have come and gone
And still the days, the lonely days go on and on
And guess who sighs his lullabies through nights that never end
Well my fickle friend, the summer wind
That old summer wind
Talkin' 'bout the summer wind
The summer wind",it lingered there to touch you hair and walk with me all summer long we sang a song and strolled the golden sand two sweethearts and the summer wind like painted kites the days and nights went flyin by the world was new beneath a blue umbrella sky then softer than a piper man one day it called to you and i lost you to the summer wind the autumn wind and the winter winds have come and gone and still the days the lonely days go on and on and guess who sighs his lullabies through nights that never end well my fickle friend the summer wind that old summer wind talkin bout the summer wind the summer wind
Do You Believe In Magic,The Lovin' Spoonful,folk rock,"The song is written in simple verse form with an… Read More 
Do you believe in magic, in a young girl's heart?
How the music can free her whenever it starts?
And it's magic, if the music is groovy
It makes you feel happy like an old-time movie
I'll tell you about the magic, and it'll free your soul
But it's like tryin' tell a stranger 'bout-a rock 'n' roll

If you believe in magic, don't bother to choose
If it's jug band music or rhythm and blues
Just go and listen, and it'll start with a smile
That won't wipe off your face no matter how hard you try
Your feet start tappin', and you can't seem to find
How you got there, so just blow your mind


If you believe in magic, come along with me
We'll dance until mornin', 'til there's just you and me
And maybe, if the music is right
I'll meet you tomorrow, sort of late at night
And we'll go dancin', baby, then you'll see
How the magic's in the music and the music's in me

Yeah, do you believe in magic? yeah
Believe in the magic of the young girl's soul
Believe in the magic of-a rock 'n' roll
Believe in the magic that can set you free
Oh, talkin' 'bout the magic

(Do you believe like I believe?) Do you believe in magic?
(Do you believe like I believe?) Do you believe, believer?
(Do you believe like I believe?) Do you believe in magic?
(Do you believe like I believe?) Do you believe in magic?",the song is written in simple verse form with an… read more do you believe in magic in a young girls heart how the music can free her whenever it starts and its magic if the music is groovy it makes you feel happy like an oldtime movie ill tell you about the magic and itll free your soul but its like tryin tell a stranger bouta rock n roll if you believe in magic dont bother to choose if its jug band music or rhythm and blues just go and listen and itll start with a smile that wont wipe off your face no matter how hard you try your feet start tappin and you cant seem to find how you got there so just blow your mind if you believe in magic come along with me well dance until mornin til theres just you and me and maybe if the music is right ill meet you tomorrow sort of late at night and well go dancin baby then youll see how the magics in the music and the musics in me yeah do you believe in magic yeah believe in the magic of the young girls soul believe in the magic ofa rock n roll believe in the magic that can set you free oh talkin bout the magic do you believe like i believe do you believe in magic do you believe like i believe do you believe believer do you believe like i believe do you believe in magic do you believe like i believe do you believe in magic
With These Hands,Tom Jones,Pop,"I'm yours forever and a day
With these hands, I will bring to you
A tender love as warm as May
With this heart I will sing to you
Long after stars have lost their glow
And with these hands, I'll provide for you
Should there be a stormy sea
I'll turn the tide for you
And I'll never
No, I'll never let you go",im yours forever and a day with these hands i will bring to you a tender love as warm as may with this heart i will sing to you long after stars have lost their glow and with these hands ill provide for you should there be a stormy sea ill turn the tide for you and ill never no ill never let you go
I'm Yours,Elvis Presley,"rockabilly, rock and roll","My love I offer you now
My heart and all it can give
For just as long as I live
I'm yours
No arms but yours, dear, will do
My lips will always be true
My eyes can see only you
I'm yours

And as the years roll along
Your joy, your tears, I'll gladly share
And when things go wrong, dear
Just hold out your hand, and I'll be there

With every beat of my heart
With every breath that I take
Now and forever, sweetheart
I'm yours

And as the years roll along
Your joy and tears I'll gladly share
And when things go wrong, dear
Just hold out your hand, and I'll be there

With every beat of my heart
With every breath that I take
Now and forever, sweetheart
I'm yours",my love i offer you now my heart and all it can give for just as long as i live im yours no arms but yours dear will do my lips will always be true my eyes can see only you im yours and as the years roll along your joy your tears ill gladly share and when things go wrong dear just hold out your hand and ill be there with every beat of my heart with every breath that i take now and forever sweetheart im yours and as the years roll along your joy and tears ill gladly share and when things go wrong dear just hold out your hand and ill be there with every beat of my heart with every breath that i take now and forever sweetheart im yours
Is It Really Over?,Jim Reeves,christian country,"Don't tell me I'm losing the love that was mine
If you're really leaving, take some part of me
So I'll always remember, how sweet love used to be
I wonder who's stepping into my shoes, who can he be?
I can tell by your eyes our love has died, and it's over for me
(Instrumental)
I wonder who's stepping into my shoes, who can he be?
I can tell by your eyes our love has died, and it's over for me
Really over for me.........",dont tell me im losing the love that was mine if youre really leaving take some part of me so ill always remember how sweet love used to be i wonder whos stepping into my shoes who can he be i can tell by your eyes our love has died and its over for me instrumental i wonder whos stepping into my shoes who can he be i can tell by your eyes our love has died and its over for me really over for me
Only Those In Love,Baby Washington,"northern soul, doo-wop","Only those in love
Someone light the moon
In the sky above
Moonbeams pour
But they're for
Only those in love
Jealously, my eyes
Watched her little girl
All day through
Only those in love
My all, I would gladly give
For a chance to live
In the world of love
Someone, someone
Someone send the one
That I'm dreaming of
My heart to be part
Of only those in love
Of only those in love",only those in love someone light the moon in the sky above moonbeams pour but theyre for only those in love jealously my eyes watched her little girl all day through only those in love my all i would gladly give for a chance to live in the world of love someone someone someone send the one that im dreaming of my heart to be part of only those in love of only those in love
Mohair Sam,Charlie Rich,traditional country,"Tearin' up the chicks with the message that he lays down
Who is the coolest guy? That is what I am
Fast talkin', slow walkin', good lookin' Mohair Sam
Chicks are makin' reservations for his lovin' so fine
Screamin' and a-faintin' he's got 'em all waitin' in line
Who is the coolest guy? That is what I am
Fast talkin', slow walkin', good lookin' Mohair Sam
Chicks are makin' reservations for his lovin' so fine
Screamin' and a-faintin' he's got 'em all waitin' in line
Who is the coolest guy? That is what I am
Fast talkin', slow walkin', good lookin' Mohair Sam
Fast talkin', slow walkin', good lookin' Mohair Sam
Fast talkin', slow walkin', good lookin' Mohair Sam",tearin up the chicks with the message that he lays down who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam chicks are makin reservations for his lovin so fine screamin and afaintin hes got em all waitin in line who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam chicks are makin reservations for his lovin so fine screamin and afaintin hes got em all waitin in line who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam fast talkin slow walkin good lookin mohair sam fast talkin slow walkin good lookin mohair sam
"Liar, Liar",The Castaways,"proto-punk, garage rock, northern soul","Liar, liar, pants on fire
Your nose is longer than a telephone wire

Ask me, baby, why I'm sad
You been out all night, know you been bad
Don't tell me different, know it's a lie
Come kill me, honey, see how I cry

Why must you hurt me, do what you do?
Listen here, girl, can't you see I love you?
Make a little effort, try to be true
I'll be happy, not so blue

Liar, liar, pants on fire
Your nose is longer than a telephone wire

If you keep on tellin' me those lies
Still goin' out other guys
There'll come a day I'll be gone
Take my advice, won't be long

When that day comes, won't be mad
Be free of you, but I'll still be sad
In spite of your cheatin', still love you so
I'll be unhappy if I let you go

Liar, liar, pants on fire
Your nose is longer than a telephone wire",liar liar pants on fire your nose is longer than a telephone wire ask me baby why im sad you been out all night know you been bad dont tell me different know its a lie come kill me honey see how i cry why must you hurt me do what you do listen here girl cant you see i love you make a little effort try to be true ill be happy not so blue liar liar pants on fire your nose is longer than a telephone wire if you keep on tellin me those lies still goin out other guys therell come a day ill be gone take my advice wont be long when that day comes wont be mad be free of you but ill still be sad in spite of your cheatin still love you so ill be unhappy if i let you go liar liar pants on fire your nose is longer than a telephone wire
If You Wait For Love,Bobby Goldsboro,Country,"Doo, dow-dow-dow-dow, dow-dow-dow-dow
Doo, dow-dow-dow-dow, dow-dow-dow-dow
Doo, dow-dow-dow-dow, dow-dow-dow

I got so much to say
And so little time to talk
And with so little time
It's best to say nothing at all

Just let me love you while I can
When I'm gone you'll understand

That if you wait for love
It may be too late for love
This day you'll never forget
And when I'm gone
You'll have no regret

(Doo-doo-doo
Doo, dow-dow-dow-dow, dow-dow-dow)

Though I'm leaving today
I'll remember this day for a long, long time
And I'll remember the way
That I heard you say you're mine

Just let me love you while I can
When I'm gone, you'll understand

That if you wait for love
It may be too late for love
Today you are mine
Can't you see
It's now or never for me?

Doo, dow-dow-dow-dow, dow-dow-dow-dow


Aw, just let me love you while I can
When I'm gone, you'll understand

That if you wait for love
It may be too late for love
This day you'll never forget
And when I'm gone
You'll have no regret

(Doo-doo-doo)
Doo, dow-dow-dow-dow, dow-dow-dow-dow
Doo, dow-dow-dow-dow, dow-dow-dow-dow
Doo, dow-dow-dow-dow, dow-dow-dow",doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdow i got so much to say and so little time to talk and with so little time its best to say nothing at all just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love this day youll never forget and when im gone youll have no regret doodoodoo doo dowdowdowdow dowdowdow though im leaving today ill remember this day for a long long time and ill remember the way that i heard you say youre mine just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love today you are mine cant you see its now or never for me doo dowdowdowdow dowdowdowdow aw just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love this day youll never forget and when im gone youll have no regret doodoodoo doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdow
Home Of The Brave,Jody Miller,traditional country,"1 ContributorHome of the Brave Lyrics
The school board says ""He can't come to school no more""
Unless he wears his hair like he wore it before
The PTA and all of the mothers
Say he ought to look like the others

Home of the brave, land of the free
Why won't you let him be what he wants to be?

The kids all laugh at his hair and his funny clothes
And more than once he's gone home with a bloody nose
He's not like them and they can't ignore it
So they all hate him for it

Home of the brave, land of the free
Why won't you let him be what he wants to be?

It really burns me up, when they put him down
He's the only one whose saying something in this whole town
Instead of those the trouble they hand him
Why don't they try to understand him?

Home of the brave, land of the free
Why won't you let him be what he wants to be?
He never hurt nobody
Why won't you let him be what he wants to be?
He's just a little bit different
Why won't you let him be what he wants to be?
You gotta understand him
Why won't you let him be what he wants to be?",1 contributorhome of the brave lyrics the school board says he cant come to school no more unless he wears his hair like he wore it before the pta and all of the mothers say he ought to look like the others home of the brave land of the free why wont you let him be what he wants to be the kids all laugh at his hair and his funny clothes and more than once hes gone home with a bloody nose hes not like them and they cant ignore it so they all hate him for it home of the brave land of the free why wont you let him be what he wants to be it really burns me up when they put him down hes the only one whose saying something in this whole town instead of those the trouble they hand him why dont they try to understand him home of the brave land of the free why wont you let him be what he wants to be he never hurt nobody why wont you let him be what he wants to be hes just a little bit different why wont you let him be what he wants to be you gotta understand him why wont you let him be what he wants to be
Heartaches By The Number,Johnny Tillotson,doo-wop,"I never knew that I could hurt this way
O, how my heart was filled, when you come home again
But you came back an' never meant to stay
Now, I've got heartaches by the number
Troubled by the shore
Ever day I love you more an' more
I've got heartaches by the number
It's a love that I can't win
But th day you stop lovin' me
Is th day my world will end
Got heartaches by the number
When you called me an' said
You were coming back to stay
With hopeful heart I waited for you
But you must have lost your way",i never knew that i could hurt this way o how my heart was filled when you come home again but you came back an never meant to stay now ive got heartaches by the number troubled by the shore ever day i love you more an more ive got heartaches by the number its a love that i cant win but th day you stop lovin me is th day my world will end got heartaches by the number when you called me an said you were coming back to stay with hopeful heart i waited for you but you must have lost your way
Someone Is Watching,Solomon Burke,"soul, soul blues, motown","To have you for my own
The day may never come when
I can make my heart your own
So just remember what I say
And every breathe I breathe today
I wanna tell you someone, someone
Is watching over you
When I'm alone at night
My pillows whispers your name
Water dripping in the sink
Makes me stop and think
If I could have a little of your love
I tell you two drops, one drop will do
I wanna tell you someone, someone
Is watching over you
Someone, someone
Is watching over you
If I could hold you in my arms
Lord, I'd love to kiss you
Maybe I could prove to you
What you really been missing

Now you can make it if you want to
But I know you're gonna
Do just what you want to
You see, someone, someone
Is watching over you
Way in the midnight hour
Someone, someone is watching
Oh, yes, they are (over you)
No matter where you go, darling
Someone, someone...",to have you for my own the day may never come when i can make my heart your own so just remember what i say and every breathe i breathe today i wanna tell you someone someone is watching over you when im alone at night my pillows whispers your name water dripping in the sink makes me stop and think if i could have a little of your love i tell you two drops one drop will do i wanna tell you someone someone is watching over you someone someone is watching over you if i could hold you in my arms lord id love to kiss you maybe i could prove to you what you really been missing now you can make it if you want to but i know youre gonna do just what you want to you see someone someone is watching over you way in the midnight hour someone someone is watching oh yes they are over you no matter where you go darling someone someone
I Want To (Do Everything For You),Joe Tex,"northern soul, soul","I want to hold you in my arms
'Til you say turn you lose
I want to do little things for you
'Til you say ""It ain't no use""
I want to wake you every morning
With a good morning kiss
I want to kiss you to sleep the same way
'Cause I know you like this

I want to do everything for you
'Cause that's all that man can do
When he loves a woman like I love you
And I love you (Love you)
Love you (Love you)
Love you (Love you)
Ooh-wee, I love you

I want to say sweet things to you
'Til you say ""I said enough""
I want to stand right by your side
When the goin' gets tough
I want to mend your broken heart
'Til you say the hurt is gone
I want to stay with you always
So that you won't be alone

I wanna do everything for you
'Cause that's all that man can do
When he loves a woman like I love you
And I love you (Love you)
Love you (Love you)
Love you (Love you)
Ooh-wee, I love you

I want to work for you every day
'Til you say ""Come home and rest""
I want to buy you pretty things
So you can look your best
I want to take you everywhere
So the world can see what I've got
I wanna treat you with tender love
'Til you say I've got to stop

I wanna do everything for you
'Cause that's all that man can do
When he loves a woman like I love you
And I love you (Love you)
Love you (Love you)
I love you (Love you)
Oh, I love you, girl (Love you)
I love you (Love you)
Love you (Love you)

Ha-ha, love you (Love you)
Yes, I love you (Love you, love you)
I love you (Love you)
I love you (Love you)
I love you (Love you)",i want to hold you in my arms til you say turn you lose i want to do little things for you til you say it aint no use i want to wake you every morning with a good morning kiss i want to kiss you to sleep the same way cause i know you like this i want to do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you love you love you oohwee i love you i want to say sweet things to you til you say i said enough i want to stand right by your side when the goin gets tough i want to mend your broken heart til you say the hurt is gone i want to stay with you always so that you wont be alone i wanna do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you love you love you oohwee i love you i want to work for you every day til you say come home and rest i want to buy you pretty things so you can look your best i want to take you everywhere so the world can see what ive got i wanna treat you with tender love til you say ive got to stop i wanna do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you i love you love you oh i love you girl love you i love you love you love you love you haha love you love you yes i love you love you love you i love you love you i love you love you i love you love you
What Are We Going To Do?,David Jones,Rock,"1 ContributorWhat Are We Going to Do? LyricsWhat are we going to do if the word gets out?
What are we going to do if it gets about?
What are we going to do if your dad finds out we’re in love?
Well, what did your sister say when she saw us kiss?
What have I got to pay so she won’t talk about this?
And what are we going to do if your dad finds out we’re in love?
They’ve been saying wait until we’re ready (Ready)
But we know we’re ready now
So we’ll go steady anyhow
So what are we going to do when the word gets out?
How are they going to stop us when it gets about?
So what are we going to do? We going to tell them we’re in love
Yeah, that’s what we going to do, we going to tell them we’re in love
They’ve been saying wait until we’re ready (Ready)
But we know we’re ready now
So we’ll go steady anyhow
So what are we going to do when the word gets out?
How are they going to stop us when it gets about?
So what are we going to do? We going to tell them we’re in love
Yeah, that’s what we going to do, we going to tell them we’re in love
Yeah, that’s what we going to do, we going to tell them we’re in love
Yeah, that’s what we going to do, we going to tell them we’re in love",1 contributorwhat are we going to do lyricswhat are we going to do if the word gets out what are we going to do if it gets about what are we going to do if your dad finds out we’re in love well what did your sister say when she saw us kiss what have i got to pay so she won’t talk about this and what are we going to do if your dad finds out we’re in love they’ve been saying wait until we’re ready ready but we know we’re ready now so we’ll go steady anyhow so what are we going to do when the word gets out how are they going to stop us when it gets about so what are we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love they’ve been saying wait until we’re ready ready but we know we’re ready now so we’ll go steady anyhow so what are we going to do when the word gets out how are they going to stop us when it gets about so what are we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love
Home Of The Brave,Bonnie & The Treasures,Pop,"The school board won't let him come to school no more
(No more! No more! No more!)
Unless he wears his hair like he wore it before
(Wears his hair like he wore it before)

The PTA and all of the mothers
Say he oughta look like the others

Home of the brave
Land of the free
Oh, why won't they let him be what he wants to be?
(Why won't they let him be what he wants to be?)

The kids all laugh at his hair and his funny clothes
(They know they hurt him so)
More than once, he's gone home with a bloody nose
(Gone home with a bloody nose)

He's not like them, and they can't ignore it
So they all hate him for it

Home of the brave
Land of the free
Oh why won't they let him be what he wants to be?

He never hurt nobody
Doesn't he belong?
'Cause he's a little bit different
Tell me why is that so wrong

Everybody says that I shouldn't take his part
(No, no, no, no no, no)
But when they put him down how it breaks my heart
(How it breaks my heart)

Instead of all the trouble they hand him
Why don't they try to understand him?

Home of the brave
Land of the free
Oh, why won't they let him be what he wants to be?

Home of the brave
Land of the free
Oh, why won't they let him be what he wants to be?
(Why won't They let him be what he wants to be?)
He never hurt nobody
Why won't they let him be what he wants to be?
(Why won't they let him be what he wants to be?)
Don't you understand him?",the school board wont let him come to school no more no more no more no more unless he wears his hair like he wore it before wears his hair like he wore it before the pta and all of the mothers say he oughta look like the others home of the brave land of the free oh why wont they let him be what he wants to be why wont they let him be what he wants to be the kids all laugh at his hair and his funny clothes they know they hurt him so more than once hes gone home with a bloody nose gone home with a bloody nose hes not like them and they cant ignore it so they all hate him for it home of the brave land of the free oh why wont they let him be what he wants to be he never hurt nobody doesnt he belong cause hes a little bit different tell me why is that so wrong everybody says that i shouldnt take his part no no no no no no but when they put him down how it breaks my heart how it breaks my heart instead of all the trouble they hand him why dont they try to understand him home of the brave land of the free oh why wont they let him be what he wants to be home of the brave land of the free oh why wont they let him be what he wants to be why wont they let him be what he wants to be he never hurt nobody why wont they let him be what he wants to be why wont they let him be what he wants to be dont you understand him
Good Times,Gene Chandler,"doo-wop, northern soul","Dark glasses and don't give a care
Finger popping out on the street
All dressed and neat
My buddy pulls up in a Cadillac
Driving slow with the top left back
Patiently, the girls, they wait
For their heavy date
(CHORUS)
And it's gonna be good times
It's gonna be good times
It's gonna be good times
Good times
To a slow stop at the first girl's door
I don't plan to be back til four
The old folks, they don't worry, you see
They have trust in me
(CHORUS)
Today I'm gonna get my bread
For tonight I've got to look my best
My girl would be full of smiles
When the music begins
We're gonna dance awhile
Fast music and the room smoked up
Double clutch in an old beer cup
Digging music from the old hi-fi
Giving her the eye

(CHORUS)
Yeah, yeah, yeah, yeah...",dark glasses and dont give a care finger popping out on the street all dressed and neat my buddy pulls up in a cadillac driving slow with the top left back patiently the girls they wait for their heavy date chorus and its gonna be good times its gonna be good times its gonna be good times good times to a slow stop at the first girls door i dont plan to be back til four the old folks they dont worry you see they have trust in me chorus today im gonna get my bread for tonight ive got to look my best my girl would be full of smiles when the music begins were gonna dance awhile fast music and the room smoked up double clutch in an old beer cup digging music from the old hifi giving her the eye chorus yeah yeah yeah yeah
Too Hot To Hold,Major Lance,"northern soul, motown, soul","1 ContributorToo Hot To Hold LyricsToo hot to hold now, baby
Too hot to hold, baby
Love's so wild
It's like a raging fire
And only you could be
My heart desire
You treat me any old way
You see fit, yeah
I wanna quit but
I just can't split
You're worth much more
Than money and dough
And your love is
Too hot to hold
Too hot to hold now, baby
(It's too hot to hold)
Too hot to hold, baby
I tended to be dumb to
All the wrongs you done
You just keep on goofing, baby
You say it's all in fun
All of your little friends
Make me so mad, yeah
Trying to be smart
They think they're bad
But don't get me wrong
Cause I can be bold
And your love is
Too hot to hold
Too hot to hold now, baby
(It's too hot to hold)
Too hot to hold, baby
I know I love you
More each day
And I, I hate to do it
But I've got to get away
Time and time again
I cry please, yeah
(Girl) have mercy and
Give my heart a little ease
I feel you're gonna hurt me
This I've been told
So your love is
Too hot to hold
Too hot to hold now, baby
Too hot to hold, baby",1 contributortoo hot to hold lyricstoo hot to hold now baby too hot to hold baby loves so wild its like a raging fire and only you could be my heart desire you treat me any old way you see fit yeah i wanna quit but i just cant split youre worth much more than money and dough and your love is too hot to hold too hot to hold now baby its too hot to hold too hot to hold baby i tended to be dumb to all the wrongs you done you just keep on goofing baby you say its all in fun all of your little friends make me so mad yeah trying to be smart they think theyre bad but dont get me wrong cause i can be bold and your love is too hot to hold too hot to hold now baby its too hot to hold too hot to hold baby i know i love you more each day and i i hate to do it but ive got to get away time and time again i cry please yeah girl have mercy and give my heart a little ease i feel youre gonna hurt me this ive been told so your love is too hot to hold too hot to hold now baby too hot to hold baby
The World Through A Tear,Neil Sedaka,"doo-wop, adult standards","Like I've never seen
Sky above was never so blue
Now here am I
No one standing near
It's a lonely world
Such a lonely world
The world through a tear
From days gone by
The world through a tear
Too slow to dry
The world through a tear
The tear I cry
Just last year
We wandered here
And dreamed a dream
That never would die
Now only me
Hopin' she'll appear
It's a lonely world
Such a lonely world
The world through a tear
From days gone by
The world through a tear
Too slow to dry
The world through a tear
The tear I cry",like ive never seen sky above was never so blue now here am i no one standing near its a lonely world such a lonely world the world through a tear from days gone by the world through a tear too slow to dry the world through a tear the tear i cry just last year we wandered here and dreamed a dream that never would die now only me hopin shell appear its a lonely world such a lonely world the world through a tear from days gone by the world through a tear too slow to dry the world through a tear the tear i cry
High Heel Sneakers,Stevie Wonder,"motown, soul","Now I want everybody to clap your hands in this groove
Come on! Ha, yeah
Ah yeah, now let me get myself together, yeah


Put on your red dress, baby, 'cause we're going out tonight, ha ha, yeah
Put on your red dress, baby, 'cause we're going out tonight, ah yeah
Ah, you better wear your boxing gloves
In case some fool might wanna fight, yeah

Put on your high heeled sneakers
And wear your wig hat on your head, oh yeah
Put on your high heeled sneakers, girl
And wear your wig hat on your head, ha ha, yeah
'Cause I'm pretty sure now, baby
I'm pretty sure you're gonna knock 'em dead, ha ha, yeah


Ha ha, yeah
Put on your high heeled sneakers
And wear your wig hat on your head, ah baby
Put on your high heeled jump shoes, girl
And wear your wig hat on your head, na na na
'Cause I'm pretty sure now, baby
I'm pretty sure you're gonna knock 'em dead, yeah, ha ha, yeah",now i want everybody to clap your hands in this groove come on ha yeah ah yeah now let me get myself together yeah put on your red dress baby cause were going out tonight ha ha yeah put on your red dress baby cause were going out tonight ah yeah ah you better wear your boxing gloves in case some fool might wanna fight yeah put on your high heeled sneakers and wear your wig hat on your head oh yeah put on your high heeled sneakers girl and wear your wig hat on your head ha ha yeah cause im pretty sure now baby im pretty sure youre gonna knock em dead ha ha yeah ha ha yeah put on your high heeled sneakers and wear your wig hat on your head ah baby put on your high heeled jump shoes girl and wear your wig hat on your head na na na cause im pretty sure now baby im pretty sure youre gonna knock em dead yeah ha ha yeah
These Hands (Small But Mighty),Bobby Bland,"blues, soul blues, classic blues, soul","1 ContributorThese Hands (Small But Mighty) LyricsWith these hands, small but mighty
I'll do most anything for you
So let me know, oh Lord, tell me, darling
Let me know, what you want me to do
You don't need a telephone
Or need a postcard, Lord to reach me, dear
Open up the window to your heart
Lord, you'll find me there, standing near
With these hands, I am able
To make your wish, a dream come true
Oh Lord, tell me darling, let me know ya
Let me know, what you want me to do
With these hands, I can move mountains
And with these hands, oh Lord, I can work miracles
And with thеse hands, I know, I know I'm able
To make all of your wishеs
Woman and all of your dreams come true",1 contributorthese hands small but mighty lyricswith these hands small but mighty ill do most anything for you so let me know oh lord tell me darling let me know what you want me to do you dont need a telephone or need a postcard lord to reach me dear open up the window to your heart lord youll find me there standing near with these hands i am able to make your wish a dream come true oh lord tell me darling let me know ya let me know what you want me to do with these hands i can move mountains and with these hands oh lord i can work miracles and with thеse hands i know i know im able to make all of your wishеs woman and all of your dreams come true
